S_0d	S_3d
7.951394597	0.752508969
7.352723852	0.640459843
16.90563475	2.833233289
5.371559043	0.102667199
9.407009669	45.36551369
50.63512396	10.97350498
56.47189402	12.47985273
16.66141471	2.784763889
19.03459489	3.30041196
9.834636762	46.4260752
9.397460168	1.091513009
13.87582246	2.14660962
19.16162381	3.335802924
202.5792437	46.71489031
5.299783355	0.096023032
9.39657524	1.144129753
10.67525519	49.03231796
6.036686471	0.367572996
46.56561342	199.4587324
133.2047402	30.50659952
182.1518288	42.40074945
3.096562624	17.95160746
9.118095885	1.080295352
15.41159425	2.517314378
7.14651234	0.657565444
1.342845749	10.1807413
5.179913074	0.082301379
110.3843093	25.46594534
26.04528896	4.960514921
5.513594357	0.239785785
5.184146983	0.102336473
6.470957469	0.519320292
7.891789923	0.82267278
36.78263231	7.799144496
26.10204373	5.068374016
6.317668144	0.466394087
17.27201073	3.011415359
85.55683408	19.53906865
145.75252	35.26020544
50.63247674	11.36132943
97.98221568	22.81107769
5.438733168	0.237333523
5.121066924	0.097848032
33.86872617	7.084420553
31.04861657	128.8427199
14.6552162	2.413629401
27.16711863	5.358466164
11.5877871	1.683064404
123.1188062	29.66779729
26.93442163	5.32038111
7.765298148	0.827288824
2.448533667	14.64487498
18.75481573	81.78537804
23.9195367	4.524254104
18.91572269	81.76057184
14.77594642	2.511873693
5.024193641	0.063741003
17.92633296	77.21462414
79.83924242	18.61100372
2.772868543	16.09293485
18.0576925	3.408166626
14.94283857	65.25173714
5.30844346	0.223051305
9.921561312	1.397685497
7.594706153	0.814307007
16.03721085	2.806255472
7.555212283	34.43591459
6.045445768	0.434938076
7.807144906	35.14564804
31.76075061	6.751696839
4.958611688	0.091531866
15.10788544	64.65863376
24.69359242	4.903121773
8.66437632	1.070688598
29.11434088	6.055641753
59.42024639	13.76241846
0.558775968	6.487804401
24.19195867	4.824708175
21.77506484	4.242735217
28.04456044	5.819679654
15.32772065	2.705778518
6.963154405	0.674641814
8.339433794	37.34926894
16.30681497	3.019051071
11.28933453	1.690688474
16.01703906	2.896655286
56.18060654	13.21346262
15.99860876	2.924866955
16.32891794	3.070840996
5.277706709	0.26872304
10.76982055	1.592149594
9.254309535	1.290845934
7.288268256	0.794309375
27.46189705	5.795195498
12.07288346	1.947523192
6.475778204	29.54783302
29.90363142	6.577562159
2.561566773	14.60504178
9.197645715	1.290398294
8.519005197	1.075486966
6.861759782	0.67688653
25.74650345	5.386569795
6.451013449	0.602970056
177.1588298	43.87432322
15.4439137	2.858318223
15.13180282	2.73957275
14.02109737	2.433845379
9.587033635	42.02872058
29.9154314	122.0269671
28.2563405	6.241137093
14.31001497	2.551979068
4.810011956	0.135817812
5.855470893	0.464077408
8.386223826	1.079363094
5.754408808	0.430596875
315.056631	1224.33301
125.5228439	31.31130284
12.21900437	2.018300119
1.161700533	8.694285589
24.95483055	5.329731001
10.59384196	1.629472925
113.421275	28.45171921
45.58134759	10.8280745
18.2504193	3.495887617
5.718524525	0.431793894
5.256239098	0.307576248
19.92635029	3.969434924
200.085508	50.98194182
17.89092877	3.391851604
58.22986226	226.1434448
97.35378404	24.1643408
24.20389696	5.181916698
5.105445666	0.271370771
35.92223705	8.138468839
4.557773309	0.044141502
17.83929239	3.424542889
13.94683397	2.515589603
6.08616029	0.540683414
7.379254696	0.845661326
8.320088547	1.103237238
4.821431108	0.206706425
9.385250669	39.30927456
2.582894377	13.893297
4.553364845	0.091487468
6.755533502	0.73990222
6.773723388	0.749595732
117.943093	30.06197605
2.287152106	12.98261226
13.06334498	2.331163473
17.14306057	3.317232255
21.12986336	4.362874036
6.039128907	0.541927559
17.21113939	69.45248532
11.45927423	1.918758268
105.1965697	26.81998796
22.29068807	87.9552309
4.611272351	0.140364192
18.78100293	3.853439753
32.19799572	7.287437951
4.79424328	0.209821415
9.255588415	1.326272601
17.67630328	3.473863392
33.40913907	7.761349132
33.1911232	7.67429892
9.158985423	1.302940695
6.659850644	0.736250927
38.42156521	9.351072148
8.266799228	1.164059693
33.40912622	7.855740307
5.190091167	0.335198933
8.215302051	1.158136855
7.903344919	1.029277618
5.137368982	0.327754003
1.523898045	9.718126437
8.190734078	33.99791361
56.00702087	14.00876029
75.51051944	19.45175552
6.418065946	0.667316565
7.953099747	33.01139819
0.829036285	7.050684969
9.316630714	1.394683395
18.79146239	3.883047419
30.18776553	7.074161688
1.027171612	7.74739434
5.180346787	23.16037406
19.47975263	4.179596598
7.707878537	31.85910471
18.45235055	3.837417282
5.229447702	0.375314732
5.273840816	0.392744075
6.588349752	28.25904082
19.80008386	4.357674046
19.42206006	4.225851458
5.734864499	0.532017522
4.570068434	0.200038075
6.704927446	28.42255998
11.29735214	1.937646112
240.3028908	916.9768449
16.03400913	3.236923346
25.40843634	5.748563331
17.68218939	3.696921473
4.388763213	0.138281102
294.5791486	1112.108041
3.786826114	17.90481526
4.677771957	0.244706771
7.521228218	1.006126276
8.987399122	1.377860511
4.243831186	0.059214981
8.439454578	1.224432433
391.2033137	1465.751069
10.51935752	42.05355042
171.1516213	641.7320806
18.69355646	4.107851467
8.913792219	1.369365252
4.325239539	0.12970553
49.77616217	12.7165924
5.547253326	0.486960992
28.89084995	7.048804669
5.904865839	0.578893187
9.897462451	39.8072608
2.77700583	14.27037966
6.741257582	0.815962504
7.38900826	0.981474153
28.2442325	6.878886207
3.909510021	17.99520805
6.879350766	0.854018548
16.66685382	3.455102181
9.83690258	1.63239155
24.47248568	5.677466518
192.9775683	715.4273068
8.195421414	1.169287362
6.716986162	27.60464228
4.468276527	0.210709144
7.327833832	0.987768773
5.425197979	0.465207037
11.58689856	2.173065686
4.989927522	0.358726516
17.16411299	3.715337879
17.51309574	3.80869021
22.88685774	5.241192275
36.86200953	9.246354853
16.80001182	3.577307561
23.30436774	5.34437774
42.84840978	10.94975507
44.03215013	11.289058
25.38321073	97.59957028
34.29841559	8.423825502
94.30953673	24.56621404
5.478009234	0.499345855
39.16029618	9.953424141
4.533342924	0.244706771
17.20934105	3.769376784
999.4519433	275.6826194
4.184571045	0.100191697
6.597878702	0.804581071
82.37926892	301.7867975
23.20199434	5.4255924
8.497545796	1.292176077
34.01031417	8.369745568
4.389757217	0.203552474
14.23787347	2.829647679
15.75225985	3.243960686
6.874203046	0.879676439
3.231352265	15.72800106
53.9488787	199.2043161
6.054985199	0.675860785
25.43799745	6.17278481
5.243217254	0.43050068
8.320729942	1.233816057
220.6276664	60.46701262
6.468472795	0.758604656
15.49159545	3.179092084
11.11255661	2.084294201
5.937231843	0.651455602
36.27870728	9.199295375
32.61944104	8.060651992
21.216615	4.836124908
31.76007535	7.778944731
7.902413263	1.147947801
8.893115783	1.444641032
293.2682738	81.67769289
13.80532938	2.737866229
15.26323313	3.160578974
5.352151584	0.482377143
68.17578965	17.67070604
8.35585256	1.307164292
6.447780705	0.784763438
21.25742808	4.888757981
68.43572632	17.86748703
34.52968128	8.715388952
76.24135251	20.00769491
159.2764662	44.00899882
21.40578163	4.982060045
57.33415997	205.0849582
7.01255507	0.959598398
14.96017417	3.090198263
139.5705259	497.4402475
8.28702488	1.303773818
21.69656706	5.132108533
4.643503681	0.305780489
30.29425293	7.465283948
87.33870558	309.8143431
2.667720411	13.37543265
21.34746635	5.045498677
12.40811106	2.348740114
9.961724447	1.742465267
8.336525383	32.89137496
4.634050045	0.311109298
4.175515122	0.157177627
19.97413523	4.603158164
4.02714177	0.090384241
9.039016459	1.509399884
6.229038575	0.732723607
20.88871061	77.9817323
8.080416283	1.261190173
12.34584767	2.392426567
6.518430513	0.82033943
5.210737909	0.483421451
16.83600127	3.755018362
28.08669301	6.906107788
27.62962343	6.772229876
6.846282911	0.946201582
21.01500861	5.087785889
4.970372609	0.400415126
12.65282883	2.486935363
32.41497398	8.287384833
1.22269877	7.924084877
6.730057962	27.27331233
89.48278431	24.87256267
23.32514254	84.2879902
7.225438845	28.78027773
9.333766222	1.605166189
4.013326747	0.127350556
74.95424518	20.70435782
6.646540005	0.909701699
24.60732971	6.016456441
28.87530596	7.348119139
7.620720139	1.151841501
3.92431104	0.090199533
47.61818091	12.45689723
1.613446075	9.286071671
0.9065652	6.595110822
4.909737902	0.421793126
6.734266649	26.51602241
17.51863497	4.024155118
7.207578106	28.07167724
7.118461189	1.011107168
56.86647388	15.52509168
4.21390333	0.236883817
12.01007963	2.404444553
24.23348166	6.064726646
13.96328096	3.110497237
5.258950444	0.528142482
18.86249299	4.573491514
3.79730457	16.76337079
4.014936128	0.169432154
5.86212159	0.678198063
9.46374104	1.766925717
6.664415255	26.18126005
10.86944293	2.064349471
22.75958536	5.608063674
6.423153077	0.884247155
5.814765999	0.672165241
8.847751353	1.53708375
6.97710301	1.003110402
3.950542497	0.15426693
17.01768353	3.986414186
16.24972889	3.694719927
14.40779134	3.214803154
60.12482302	16.8589521
6.970410684	1.021052742
12.93667782	2.795619604
6.037550567	0.76534035
5.770020502	0.684533089
50.39998362	13.93365317
3.916701373	16.63577246
7.310376724	1.148975013
5.024451405	0.477576883
6.224510315	0.827656526
9.800621545	37.05680753
7.11781335	1.0609479
3.895999499	16.43910841
194.5010961	681.1679203
7.270641149	1.168556517
16.65133422	3.994975786
11.02592567	40.6894762
5.709776816	0.68646801
3.822279204	0.12302951
2.463908421	11.92385674
35.16850841	9.29564391
4.046888718	0.224204072
3.797015676	0.117007087
11.9945337	2.513722165
241.0285019	836.0273222
11.88731399	2.486214775
10.9905758	40.17718492
11.02397865	2.256205762
3.867305504	0.15426693
36.68293832	9.797953083
8.743738091	33.36756967
2.000536888	10.27734156
41.33909266	11.48522028
10.22437512	1.986876375
15.0940694	3.498787481
20.80712973	5.220095986
6.652763446	0.968612844
5.099446153	0.54597245
5.121992023	0.558750707
30.08918585	7.855254956
8.251706551	31.52449976
5.959881028	0.769334433
130.8718442	37.17047437
6.132854295	0.860181552
3.601593667	15.25912896
7.289276713	1.184517871
19.37629258	4.824811591
59.3362289	203.5503969
14.92080449	3.470409609
7.016391077	1.11656065
15.98106636	3.876792166
8.580154837	32.14203278
203.9480782	59.70325515
15.34336642	3.670796905
35.30384734	9.648145786
7.867137423	30.07689995
8.469644268	1.535175511
4.88514551	0.484340776
5.247331498	20.5337066
1.577655986	8.525166698
4.341654303	0.348089739
3.723446	0.123552929
6.819170446	1.049029052
112.4493903	380.2409028
32.65482091	113.5257723
33.44445065	9.062743702
10.11801647	36.11040674
83.16397509	281.4220222
17.99751847	4.405581681
2.429386166	11.32981953
3.565852152	14.88964619
4.958599419	0.514681485
9.529086397	1.815922088
7.616824667	28.79388152
3.647189294	0.094128974
121.6976152	35.6540791
37.24760431	10.4760724
30.48285391	8.151480109
94.70182689	27.18109923
14.72246309	3.550213976
116.4165102	34.22047061
10.84182219	2.266324706
13.60116246	3.114653918
31.98203536	8.774078708
14.49768918	3.460709235
6.659630524	1.011622921
3.599123544	0.078370086
9.114463765	32.78774662
8.517426987	31.23758825
14.25854021	3.390900092
3.865382072	0.215076173
9.904131278	1.997520447
31.08749296	8.629973138
6.284067533	0.923756389
4.713834895	0.474396587
0.414773248	4.477617728
4.098189297	0.291261823
3.535696688	0.066554574
7.864642019	28.74704126
3.578109063	0.097622042
17.32333179	61.19294804
11.00638811	2.448542433
7.176492093	1.221066196
151.4793042	505.1083099
4.6297524	0.450188701
24.62881314	6.484403053
5.63550952	0.737950246
3.527065142	0.072846235
16.78215522	4.20544459
5.60779879	0.730375977
2.910186026	12.74255493
3.646957942	0.143008661
502.0475642	1663.613208
3.584730444	0.113082546
3.643934996	0.148070915
22.92787598	5.961781289
5.973031924	22.89732577
179.415599	590.3526311
4.343134753	0.378124596
6.3906744	0.979855102
26.48421171	7.21778757
25.73529961	6.964338209
10.05867456	2.104784756
131.3488142	429.0656303
1546.268073	476.7046155
3.440153694	0.046417675
6.901804591	25.42482745
159.5534564	517.8727954
3.615652788	0.154157783
78.95978656	258.8573983
258.6135461	79.27700248
7.717527023	1.435050991
12.16072022	2.778145619
5.571888288	0.782019397
46.24393013	13.09475464
6.035190071	22.74265579
67.34041994	218.7385323
3.655019277	0.172949777
151.3873215	45.81030174
8.627252353	1.652948854
39.74682303	132.0027276
4.013854645	0.299114227
207.3991456	666.9711589
187.532844	607.1160508
24.69782289	6.79382561
5.448131307	0.752893836
3.952766097	0.280964688
14.86177767	50.61647711
111.2553416	359.6283808
21.33713081	5.636321823
24.34232158	6.730433201
7.299302046	25.98654075
24.56068057	82.66027665
24.09228961	81.0615233
4.419189909	0.422490599
3.96502282	0.297458016
23.79890025	79.91377982
5.891096385	0.863350737
10.50007742	2.345789634
6.071984419	0.913697743
15.15228611	3.821236985
44.07292356	12.79066726
3.381202386	0.068154841
5.328312382	0.720558021
7.121186562	1.240240971
4.603469021	0.511913415
3.793722361	0.245302165
34.74949118	112.9816665
9.468231937	1.984920065
3.503662772	14.2435864
38.77878895	10.95220939
25.18508116	83.51568936
41.69781934	12.0489479
4.448109292	0.45210399
15.57493935	4.01104836
32.48656279	105.728922
105.7797236	32.65779676
6.090929979	22.2191346
8.660821579	1.716748145
9.598109313	2.073713964
367.9703387	116.2290105
3.540410326	0.165766995
11.89102526	2.822622691
4.985626305	0.613448994
8.245465581	1.59304022
8.517914819	1.686709676
259.7348721	81.9149556
41.42110005	12.18228733
72.7055612	21.90089581
9.350905565	1.99911246
269.9587898	841.7206691
159.7635596	50.31559947
176.7957703	552.5619432
6.518410354	1.09365535
13.81131066	3.442682011
11.64686886	2.814176824
9.484447723	2.085145878
5.66169805	0.815783607
3.279324668	0.043123746
1.210749223	6.904125744
11.60669127	2.811517053
3.292823599	0.056862896
70.82245976	21.59792476
5.171585662	0.697167224
16.62589449	56.07934333
10.6686115	36.66188671
21.48648475	5.993500514
0.509478337	4.529017653
16.83390226	56.37722139
8.024095113	1.559198842
60.80094581	18.33433262
3.544247709	0.183086027
1.046652363	6.344248968
18.38397466	4.843988456
37.74383779	119.0515754
4.982055373	18.69768283
40.28915198	11.89847215
1.975905087	9.114753387
9.076286435	1.951790939
8.354545267	1.701847888
36.18290714	10.60895807
113.7441019	35.88157222
78.23254548	24.30030582
51.83120145	15.441871
14.26071566	3.674210658
5.148498503	0.716916197
34.23525548	108.0903125
1.817057882	8.758443424
8.081397332	1.583747451
33.08822654	104.4081957
51.71382206	15.51441263
38.70810041	121.5194109
3.405348647	0.14741862
27.98028396	89.07211616
3.968534234	0.326682911
3.375906122	0.135146367
30.20956916	95.43628669
960.6167449	2953.027777
36.92090714	10.93859427
6.212019738	1.022736501
1.169589903	6.6719427
50.52897338	15.2437023
3.479507459	0.182365269
3.272208438	0.089957061
6.814339218	1.219979952
4.259955492	16.49096719
1.832627616	8.662249787
4.228504935	0.420186674
5.748357253	0.893922682
3.991530484	0.347652379
8.577865551	29.98354093
3.214319272	0.057498328
11.04431738	2.685158384
19.09611309	5.258437576
8.534204119	1.780437443
3.227058494	0.066661408
17.95524847	4.810931837
44.59582443	13.32055533
13.12747422	3.313083992
69.14533516	21.6710244
28.73020518	8.172573013
