15446.30599	5525.795046
8535.590743	2801.076261
6860.36812	5570.179695
4908.117796	4590.669924
3400.053002	74.35551633
2469.681644	2156.884337
2353.752328	2868.660734
2318.95321	1848.757557
2090.802033	1669.488105
1918.2241	1376.0765
1759.235004	5308.430988
1675.779751	689.9328194
1592.170248	4730.872012
1546.268073	476.7046155
1364.137713	1148.318351
1315.432561	937.2622088
1291.077499	1277.738649
1212.45708	768.8730744
1209.153521	567.5792549
1182.998814	988.6179268
1177.497245	1080.210329
1127.858596	1002.309172
1115.255177	549.1025035
1094.864004	1548.972638
1067.92343	1050.199342
1061.070433	1585.603154
1055.99478	633.6776133
999.4519433	275.6826194
970.0905299	733.2418397
960.6167449	2953.027777
947.2744131	33.19211104
937.2173768	602.2400881
932.2060807	1257.075711
914.3715204	368.259519
907.5681192	1480.274865
889.8421082	775.6598508
886.533307	620.3441493
866.7051703	1411.981821
861.5260579	307.5821262
832.7116919	1932.620441
808.7483799	131.5372808
793.1542864	331.8247419
753.0946087	23.69194396
752.6722399	1501.394535
735.7235726	561.5012239
735.5798977	1076.511253
735.2474906	265.5417705
727.9401887	582.6968985
719.94593	391.7962842
714.8744604	524.0849491
714.3905053	286.3005976
713.3960539	310.7653837
704.8970726	1081.037702
668.0883159	814.9929202
664.3785521	1031.472677
642.597872	104.2909068
640.0028578	259.7237557
639.1302837	520.3438735
636.504758	375.0692551
635.6044724	553.6871956
635.5026692	592.6304518
633.0801397	572.9649497
631.2785785	45.18372784
615.81691	421.8171906
614.7459392	934.7843882
608.0677618	559.1516095
605.3337052	478.9874199
594.8641101	393.3562913
568.6223862	566.0447184
555.3141848	0.711442341
550.3767733	886.9919224
546.5517164	944.1242601
520.0756292	666.6115724
518.0095566	247.4815441
516.0862351	710.0398463
510.4261706	800.6682182
508.8177483	183.9680704
507.3791379	435.242491
503.1256891	335.8059343
502.0475642	1663.613208
501.5723432	711.4642022
501.1693318	498.0126829
499.7188186	416.7900073
482.6918483	684.3680679
477.946473	517.2672104
476.2171423	187.7718661
472.814929	255.4065495
472.0737002	290.6046684
471.922493	541.0024261
464.2914998	570.5141036
455.8111228	395.0651264
454.9793336	1130.135696
452.6417509	248.7974606
451.0241082	449.3351029
448.960919	732.2411571
448.2721355	549.1526141
439.6326284	392.7838629
434.8136422	412.5049338
434.5445553	191.8749726
429.5283758	348.3719756
426.6801862	351.8186691
421.7930183	968.2847711
413.3378629	171.0574756
411.2947657	781.7717304
407.0626186	308.0295432
405.991862	266.262687
402.6014759	168.4510528
401.7635352	446.957887
398.9877174	154.2324272
398.2551577	355.8680668
396.7406118	310.9095439
391.9932932	753.0636674
391.2033137	1465.751069
387.9221983	402.411324
381.7513771	323.5641615
380.8215378	641.1597763
380.4874728	374.1964555
380.4607332	412.4266835
379.8919744	269.3144913
378.4252623	241.1200143
378.3769003	334.6764142
377.9935177	406.8501633
375.4710676	471.6650832
375.1182853	189.6543863
368.839681	263.9437587
368.4367748	464.4991343
367.9703387	116.2290105
367.7660516	245.6932925
366.6167464	147.5572296
365.9539115	831.0798542
364.8900957	203.1094693
361.9797196	228.2661994
359.3772872	123.9855878
358.4007245	222.105299
358.1440397	675.545562
356.5385993	209.2147438
353.766905	80.44368955
352.3507394	286.6797437
350.2512069	247.7432039
348.1984273	249.3586481
346.0721824	370.2261234
343.7101155	515.9661048
343.3172169	377.2966907
342.9068372	445.0626603
338.3184765	282.6682539
336.1663489	737.9108301
335.4247924	222.6251684
333.6151129	288.547897
333.2086192	523.7098678
333.1846786	350.0285147
332.8483536	273.0745647
332.6415858	435.9893739
332.3631379	342.4672934
330.2883537	880.5224525
330.1773582	328.4697056
328.7352905	246.6710612
328.5872404	351.70421
328.42831	265.4314438
328.2476508	312.8263118
