GeneID	basemean-S_0d	basemean-S_3d
Unigene11758_All	7.146936234	5.194484508
CL1349.Contig1_All	5.220824463	7.168655782
CL9467.Contig2_All	5.53645878	3.937819863
CL5613.Contig1_All	14.66936467	11.02427422
Unigene11786_All	21.73916944	16.45745152
CL2992.Contig4_All	1.824758905	2.805120297
Unigene14336_All	3.105802234	2.047074662
CL1022.Contig6_All	2.069426628	3.131528419
CL10055.Contig2_All	3.115328914	2.055372086
CL2739.Contig2_All	5.254012203	3.722635949
CL3779.Contig7_All	2.987168852	4.323944078
CL12611.Contig3_All	30.92062853	23.59818724
CL5670.Contig3_All	4.159975266	2.851563371
Unigene3096_All	44.47294672	58.02880573
CL4288.Contig2_All	3.142566794	4.517933002
Unigene5389_All	0.626955575	1.274029696
CL703.Contig10_All	1.021651071	1.798467911
CL12733.Contig12_All	9.446585195	6.978773469
Unigene554_All	2.628077131	1.685286447
CL755.Contig2_All	0.881207019	1.605857887
Unigene3663_All	0.861706383	1.577451496
CL7164.Contig1_All	0.863986587	1.583643105
Unigene3213_All	1.115818418	0.506290942
CL10112.Contig2_All	7.723412976	5.661160122
CL1380.Contig1_All	7.729753092	10.39593083
Unigene16619_All	56.90353084	43.65480159
Unigene1061_All	1.869320366	1.079889162
CL603.Contig63_All	0.513913974	1.123733678
CL6422.Contig5_All	12.09249549	9.012683601
CL3971.Contig2_All	6.960465342	9.421892778
CL12355.Contig1_All	9.374888092	6.91305147
CL7345.Contig2_All	6.497120553	4.681267042
CL1372.Contig5_All	6.530416498	4.710134237
CL53.Contig2_All	4.768407482	6.588781845
CL5893.Contig1_All	1.388638314	2.250297882
CL6133.Contig3_All	3.443989169	4.891203233
Unigene15845_All	0.639924379	0.114799406
CL1935.Contig3_All	3.451002418	4.902383302
Unigene2988_All	21.2846864	16.11654864
Unigene21614_All	0.121942556	0.647645798
CL2204.Contig4_All	2.314902801	3.447826098
CL5460.Contig4_All	3.433934556	2.308846822
Unigene4250_All	3.4585269	2.32482062
CL4288.Contig1_All	3.901864233	5.489255641
CL4033.Contig3_All	5.496064548	3.903417095
Unigene22104_All	0.123126464	0.653933622
CL2528.Contig4_All	1.010844862	0.421091394
Unigene13704_All	1.022771211	0.427935066
CL3482.Contig1_All	14.37187497	10.79654671
CL332.Contig4_All	3.628403892	5.148572165
Unigene20899_All	5.608404236	7.657247653
CL6631.Contig5_All	3.354191788	2.24910096
Unigene5793_All	3.382082773	2.268034206
Unigene9364_All	3.31998075	2.213903081
CL3075.Contig2_All	10.23309616	7.586476238
CL2637.Contig1_All	0.75592488	1.457580999
Unigene6307_All	0.747197122	1.44289336
Unigene5794_All	0.747781309	1.449495928
Unigene7949_All	0.743688466	1.439094843
CL11600.Contig2_All	3.64167331	2.469411619
CL263.Contig8_All	2.466333542	3.63151771
CL11011.Contig1_All	2.562037851	1.630831956
CL7905.Contig2_All	2.574992834	1.644029762
Unigene20557_All	2.967085509	4.292628606
Unigene16483_All	4.345979147	3.011938725
Unigene11976_All	0.641353078	1.293295721
Unigene5266_All	0.526094423	1.139202107
CL5383.Contig2_All	4.543876504	3.176994862
CL10557.Contig2_All	3.124647492	4.494709187
CL7503.Contig1_All	1.023561788	0.429025984
Unigene9144_All	1.023220543	0.429025984
CL3465.Contig1_All	1.285244501	2.124820281
Unigene7918_All	2.11308342	1.273807223
Unigene6034_All	1.339239663	2.192379723
CL3846.Contig1_All	1.349710899	2.201113062
CL3951.Contig5_All	2.892704946	4.196642879
Unigene12446_All	0.433866684	1.027961387
Unigene20379_All	1.30850563	0.655181715
Unigene17079_All	0.884280435	1.604490746
CL7304.Contig2_All	1.304902975	0.651101603
CL2154.Contig1_All	1.303294457	0.65241476
Unigene10034_All	0.872673703	1.588682573
CL8171.Contig3_All	0.647610181	1.293412475
CL5999.Contig5_All	1.673332962	0.942235419
Unigene3881_All	1.657557476	0.931251178
CL9122.Contig2_All	5.17840176	7.102619372
CL7361.Contig2_All	11.96516957	8.931797265
CL7474.Contig2_All	1.570907425	2.478668671
CL6810.Contig2_All	10.1057654	7.476287475
Unigene11750_All	7.529112823	10.1575907
Unigene7969_All	0.759543202	1.460878795
CL5583.Contig3_All	3.386096086	4.829416773
CL6380.Contig1_All	0.530513424	1.13570825
CL7360.Contig1_All	0.528613114	1.135053776
Unigene10082_All	39.84336737	51.78023822
Unigene13649_All	1.107233303	1.899562641
CL2058.Contig2_All	1.097404476	1.886406237
CL2358.Contig4_All	2.703183261	1.743955864
Unigene18178_All	0.783047798	0.226165092
Unigene19981_All	0.782444867	0.224042644
Unigene22489_All	0.784214096	0.228423391
Unigene23449_All	0.786607106	0.229134522
CL3394.Contig1_All	4.712110262	6.507479266
CL6182.Contig2_All	5.527071301	7.554115533
CL10573.Contig1_All	4.288605427	5.965731793
CL12834.Contig6_All	3.721374437	2.542599975
CL12479.Contig9_All	1.153073214	0.539993737
Unigene13884_All	1.150118812	0.541197199
CL10396.Contig1_All	0.533980033	1.139202107
CL2253.Contig2_All	0.53823324	1.144095635
Unigene6094_All	1.174153109	1.983763618
CL4416.Contig4_All	1.184110457	1.998552702
Unigene7767_All	1.172305757	1.983429731
Unigene2227_All	10.20784506	7.597254329
CL9568.Contig2_All	15.61531251	20.58570832
CL6533.Contig1_All	37.97902972	49.47838386
CL12313.Contig1_All	49.58285817	38.12037419
CL5358.Contig2_All	4.521049271	3.159277115
CL1101.Contig3_All	3.114955175	4.477831448
Unigene4036_All	2.324882127	3.446988087
CL2651.Contig14_All	2.279056865	3.39408251
CL3389.Contig15_All	3.420385495	2.301570423
CL1774.Contig5_All	20.21834373	15.27590531
CL896.Contig1_All	28.02203197	21.35715322
Unigene3467_All	0.823930331	1.538398264
CL707.Contig4_All	0.812377005	1.519619251
CL5059.Contig1_All	2.381927718	1.488118706
Unigene11539_All	1.479198929	2.366343742
Unigene17029_All	1.317021616	0.663590554
Unigene7567_All	0.767260788	1.465314019
Unigene4199_All	1.310695954	0.657832327
Unigene12610_All	1.314408478	0.662273906
Unigene11452_All	0.652829613	1.298332698
CL565.Contig15_All	1.466813415	0.768202397
CL8196.Contig2_All	1.152162293	0.545815325
CL6665.Contig1_All	20.09225777	15.17562213
Unigene650_All	1.123967257	1.913463337
CL2450.Contig1_All	7.604226552	5.585295389
CL8617.Contig1_All	7.609021418	5.586662656
CL5249.Contig2_All	0.44694364	1.03757496
CL3507.Contig1_All	0.448666167	1.042610051
CL4835.Contig3_All	11.75648726	8.775766251
CL1300.Contig20_All	2.076214318	1.24600289
CL4649.Contig1_All	0.452810536	1.045902718
CL9543.Contig2_All	37.32717544	48.50679341
Unigene7211_All	0.67041546	1.321122963
CL5295.Contig1_All	0.755264043	0.204010145
CL6051.Contig3_All	8.890480563	11.86340921
Unigene14125_All	0.213125397	0.767332666
Unigene19213_All	0.768049611	0.214508914
CL9247.Contig2_All	21.04241451	27.62133321
CL12075.Contig4_All	4.253165677	5.925548256
CL3845.Contig1_All	5.864618274	4.194867499
CL2335.Contig6_All	3.187048248	2.123704756
CL7921.Contig2_All	3.62046483	2.46331843
Unigene20963_All	2.427092465	3.583736561
CL3288.Contig2_All	3.607033132	2.44292102
CL2388.Contig8_All	1.289824085	2.130382463
CL124.Contig5_All	1.299008176	2.143061778
CL633.Contig9_All	1.299189591	2.136416455
CL1516.Contig14_All	2.215998987	3.319316738
Unigene330_All	2.208655162	3.312866258
CL9370.Contig2_All	20.22355967	15.37070169
CL610.Contig5_All	1.168833989	0.558044353
Unigene14461_All	0.554100999	1.16247075
CL1817.Contig2_All	0.552212149	1.160763169
Unigene12445_All	0.216909479	0.771575432
CL1556.Contig1_All	0.758672148	0.213599978
CL6504.Contig1_All	3.848238534	5.408229606
CL5831.Contig1_All	21.0204736	27.5338491
CL12796.Contig1_All	27.36940643	20.86333263
CL1983.Contig11_All	8.832761789	11.78334594
Unigene12501_All	0.457009938	1.049400266
CL2787.Contig1_All	0.455955054	1.04130178
Unigene10786_All	1.840334545	1.05958843
Unigene17316_All	1.849870394	1.065744416
Unigene3169_All	0.781729792	1.481801924
CL4005.Contig3_All	0.789001545	1.493702965
CL10620.Contig1_All	8.717128707	11.65695371
CL4894.Contig3_All	5.409108291	7.404575631
CL1257.Contig1_All	1.558563214	0.845552345
Unigene16653_All	0.572123893	1.181083298
CL4102.Contig1_All	0.848265881	1.560348451
CL11374.Contig2_All	0.928764485	0.35251465
CL3178.Contig3_All	19.52084859	14.74366116
Unigene948_All	9.061785591	6.680882695
CL1135.Contig4_All	6.654673071	9.02984324
CL6837.Contig3_All	3.121057536	4.470821669
Unigene7700_All	11.64923559	8.723262831
CL9344.Contig2_All	1.632937541	2.553675769
Unigene9412_All	1.632169293	2.553281231
CL12775.Contig1_All	2.530765796	1.609298851
CL7544.Contig1_All	45.05628731	34.53356857
Unigene16403_All	4.276619554	2.965997751
CL519.Contig1_All	3.306532882	4.723293785
Unigene13569_All	3.388300241	4.808998134
Unigene7347_All	2.921118963	4.227034961
CL75.Contig73_All	3.696787283	2.530665841
CL2549.Contig1_All	4.965891484	6.84110495
CL4925.Contig1_All	2.040234644	3.082271713
CL7132.Contig3_All	0.873526204	0.301477719
Unigene18512_All	0.877478811	0.302841871
Unigene15364_All	1.067538529	0.472589952
Unigene19308_All	0.80215581	0.237781108
CL11269.Contig2_All	0.680228127	1.335144195
CL4342.Contig1_All	7.345411433	9.910013678
CL10509.Contig3_All	1.36138145	2.212497638
Unigene4839_All	0.678430783	1.33241148
CL11200.Contig4_All	1.332549628	0.681998459
Unigene14144_All	0.867565195	0.302527128
CL7324.Contig2_All	1.484448752	0.788824527
Unigene5860_All	1.066977178	0.473316328
CL1204.Contig1_All	1.065436556	0.47254941
Unigene23978_All	0.241749921	0.796989643
Unigene21135_All	0.2450633	0.802119833
Unigene21205_All	0.2450633	0.802119833
Unigene21393_All	0.249643796	0.81255397
CL4349.Contig1_All	6.372261857	4.598653945
Unigene1432_All	0.369478193	0.947979632
CL1281.Contig15_All	1.743961335	2.693260688
Unigene4578_All	2.685490044	1.735301999
CL10171.Contig3_All	1.776817909	1.008121719
Unigene13148_All	1.778528618	1.006742815
Unigene8517_All	0.994485565	1.761264567
CL10678.Contig1_All	1.777776088	1.00453096
CL9977.Contig1_All	8.642782698	11.54312165
CL2133.Contig2_All	32.92056981	42.93311142
CL2058.Contig9_All	5.035061317	6.903006813
CL12075.Contig1_All	4.928266605	6.797577922
Unigene2055_All	1.077764988	1.861783428
CL10942.Contig2_All	6.642685093	8.998909804
Unigene10442_All	1.794699186	2.756774721
Unigene5084_All	0.488190684	1.088568291
CL4556.Contig1_All	1.093938122	0.490161438
Unigene3324_All	0.486648494	1.085417139
CL30.Contig1_All	13.6411706	10.2785329
Unigene21537_All	0.179312233	0.71679441
CL290.Contig6_All	3.601950282	2.447525402
CL8576.Contig2_All	2.42745498	3.577316662
CL3104.Contig5_All	1.538756901	2.437404786
CL4922.Contig1_All	1.554285806	2.450029752
CL2351.Contig4_All	1.543116717	2.441812196
CL8374.Contig1_All	1.099293551	0.496104074
Unigene12116_All	1.092950752	0.493444418
Unigene19009_All	0.723488214	0.182365269
CL6113.Contig3_All	5.069169262	3.590798504
CL3896.Contig2_All	3.529417372	5.007680966
Unigene21452_All	0.18446583	0.72701797
Unigene2665_All	1.336103443	2.179042525
CL4889.Contig2_All	3.331294488	4.738947376
CL3075.Contig1_All	11.37767058	8.50174462
CL3815.Contig2_All	1.266579762	2.100880605
Unigene22164_All	0.183863556	0.720772529
Unigene21811_All	0.185623016	0.727669874
Unigene19597_All	0.720902667	0.185808496
CL7518.Contig1_All	32.62880592	42.37720261
Unigene8312_All	42.14744815	32.39634904
CL9651.Contig1_All	42.08817095	32.33913365
CL75.Contig74_All	3.298395446	2.213348699
Unigene13440_All	31.9941716	41.71111505
Unigene21340_All	0.123727081	0.65295662
Unigene23189_All	0.125564612	0.658425189
Unigene7505_All	3.102074922	2.055290847
Unigene21536_All	0.125564612	0.658425189
CL3490.Contig8_All	19.0766286	14.45428831
CL4280.Contig2_All	3.842873308	5.383735115
Unigene2203_All	5.388406943	3.844457441
CL6104.Contig3_All	6.258864885	4.503279108
CL2509.Contig4_All	3.770331991	5.312101855
CL546.Contig6_All	5.002714375	6.860142383
CL818.Contig2_All	5.007100836	6.872013369
CL126.Contig9_All	2.940221852	4.244961184
CL2858.Contig2_All	31.69157511	41.30205729
CL707.Contig29_All	1.016320196	1.781850776
Unigene20749_All	0.894065098	0.323032695
Unigene5691_All	0.321850626	0.892794876
Unigene20685_All	0.893911548	0.32332393
Unigene10668_All	0.322077711	0.892157257
Unigene18520_All	1.177235125	0.570568855
CL603.Contig52_All	0.37905651	0.96342115
CL526.Contig110_All	0.373927319	0.955200607
Unigene1579_All	1.944459456	2.964247909
Unigene7349_All	0.374382574	0.95648027
Unigene8281_All	41.46951161	31.88593219
CL4107.Contig5_All	1.519021835	2.41344612
Unigene1320_All	1.517656211	2.411565009
Unigene19632_All	0.66428528	0.130718855
Unigene17016_All	0.891801654	0.325288231
Unigene3876_All	0.323302341	0.892301509
Unigene21446_All	0.328295428	0.899485942
Unigene12312_All	0.136120235	0.664708594
CL565.Contig14_All	0.955469632	0.376308961
Unigene9884_All	14.3025831	18.87792025
CL2712.Contig2_All	2.288446461	1.420925903
CL7122.Contig9_All	4.514822146	6.260449069
Unigene19328_All	0.678034082	0.144865917
CL4714.Contig2_All	0.669341337	0.143008661
CL5410.Contig2_All	13.26573029	9.951671008
CL9728.Contig2_All	3.294669794	4.69811681
CL9324.Contig2_All	8.866502899	6.535681141
CL4241.Contig2_All	6.604905154	8.936566246
CL8225.Contig1_All	1.138717678	1.933753589
CL3025.Contig6_All	1.65158335	2.572007253
CL1032.Contig3_All	1.633752788	2.549763455
CL2710.Contig2_All	1.656977263	2.579430992
Unigene14541_All	0.385419963	0.967940398
CL1261.Contig13_All	0.967027002	0.384989796
Unigene20469_All	0.962946188	0.381906234
CL592.Contig3_All	1.092822826	1.876273844
Unigene6406_All	4.088559031	2.814564931
Unigene10481_All	0.337190666	0.910971837
Unigene22473_All	0.9065652	0.336713641
CL9303.Contig3_All	2.798504334	4.071058711
CL856.Contig6_All	0.614116185	1.254287381
Unigene16984_All	0.618122118	1.259168442
CL7378.Contig2_All	0.905687357	0.332975391
Unigene22839_All	0.336008508	0.904433156
Unigene18859_All	1.253726652	0.615902333
Unigene10901_All	0.339063131	0.912655276
CL950.Contig9_All	0.621134243	1.264049417
Unigene3357_All	1.986046208	3.019678817
Unigene16668_All	2.027360478	3.062311028
Unigene3323_All	1.646507212	0.923071357
CL2703.Contig6_All	0.931663061	1.651640331
Unigene18143_All	2.348774748	1.468943093
CL6005.Contig1_All	1.46815124	2.350191107
Unigene14892_All	2.355970063	1.472965677
CL253.Contig8_All	0.385710911	0.965113483
CL6113.Contig1_All	6.772239319	4.919757279
CL6350.Contig2_All	0.394544571	0.976161783
CL4391.Contig3_All	40.06218597	30.83373349
CL12805.Contig5_All	40.18406991	30.96430676
Unigene2258_All	0.913503199	0.342922414
CL12085.Contig1_All	4.379641293	3.046046158
CL11404.Contig1_All	3.07429022	4.408962684
Unigene9354_All	4.361199993	3.034840586
CL8434.Contig1_All	39.41813873	30.20668461
Unigene6270_All	0.876847187	1.590619578
Unigene13637_All	0.625372354	1.264341094
CL1499.Contig3_All	5.804955032	4.175105612
CL8442.Contig1_All	1.425808839	0.73865742
Unigene9470_All	0.745828749	1.438732969
CL10992.Contig2_All	4.540461107	6.277841813
CL1117.Contig2_All	14.21841785	18.69996334
CL4428.Contig9_All	0.397424458	0.977051877
CL10329.Contig2_All	13.14718354	9.876065668
Unigene6210_All	14.09420228	18.5598179
Unigene13211_All	2.098253204	1.270377438
CL6442.Contig2_All	1.277490808	2.105723314
CL2423.Contig2_All	1.215474218	2.035795409
CL4583.Contig3_All	1.885781696	1.10572917
CL832.Contig7_All	1.1095208	1.890310173
CL670.Contig8_All	1.891276946	1.110992273
CL6248.Contig1_All	2.282606491	3.380283765
CL8042.Contig2_All	6.727468503	4.88829926
CL12331.Contig1_All	10.0062449	13.25371324
CL4089.Contig1_All	8.327757563	11.12020878
Unigene991_All	4.219269533	2.927947796
Unigene11554_All	13.8294792	18.27418194
CL3399.Contig4_All	1.444546649	0.755172056
Unigene5318_All	0.752772063	1.444155673
Unigene11990_All	0.750921186	1.439090194
Unigene4671_All	5.356384601	7.299135049
Unigene21297_All	7.136539084	9.602251319
CL2651.Contig21_All	3.322932706	4.717819271
CL47.Contig12_All	3.250869647	4.639076498
CL7386.Contig1_All	5.255037268	3.735237943
CL6993.Contig2_All	24.38021316	18.6174107
CL4852.Contig5_All	3.103865123	2.059563581
CL10728.Contig3_All	2.050848122	3.090146405
CL3868.Contig8_All	3.111641066	2.073359775
Unigene3131_All	2.04223794	3.084414559
CL3110.Contig4_All	3.076976849	2.037727769
Unigene11595_All	37.33961323	28.61662397
Unigene17970_All	11.02373129	8.242784542
CL564.Contig17_All	1.77908728	2.725898945
CL1704.Contig6_All	2.756549084	4.012078849
Unigene5378_All	2.645455833	1.705820308
CL707.Contig2_All	0.626839402	1.263651813
Unigene21208_All	0.626707148	1.26479274
Unigene3142_All	0.813779169	1.51554525
CL3960.Contig3_All	1.512727331	0.8097033
Unigene382_All	13.03596045	9.815744002
CL12766.Contig2_All	8.271129325	11.04000013
CL663.Contig8_All	1.278779622	0.640345463
CL7206.Contig4_All	3.016975071	4.337307427
Unigene23534_All	0.68750128	0.154212105
Unigene19578_All	0.682261179	0.153687789
Unigene21519_All	0.154759105	0.688957699
CL3219.Contig13_All	6.424117949	8.716706103
CL8637.Contig1_All	6.480318265	8.775057017
CL2917.Contig2_All	6.379302234	8.665535618
CL1524.Contig6_All	4.82908592	6.657668976
CL4774.Contig6_All	7.20365959	5.271604996
CL911.Contig5_All	1.344267363	2.185243719
Unigene14389_All	1.041450455	1.809699338
Unigene15385_All	1.807303152	1.03571038
Unigene9724_All	4.433391209	6.156400972
CL3659.Contig1_All	4.497559607	6.215943714
CL707.Contig34_All	0.809975384	1.506144174
CL2703.Contig17_All	1.529033664	0.827921699
Unigene4838_All	23.74729623	18.10611889
Unigene8724_All	0.809379635	1.504459582
Unigene20889_All	8.238116271	10.99166766
Unigene16574_All	1.46201603	0.767580205
Unigene3361_All	0.754039874	1.441609267
CL1190.Contig9_All	0.768414827	1.461570991
CL4497.Contig6_All	6.318709337	8.59401827
CL4680.Contig1_All	1.096457199	0.496597197
Unigene1200_All	1.555962574	2.450264421
CL6213.Contig1_All	4.664214528	3.28188535
CL3150.Contig2_All	4.607464921	3.232320768
Unigene19469_All	0.686343878	0.157108107
CL5530.Contig2_All	4.966061824	3.517602667
CL9843.Contig3_All	1.963316315	2.982101885
CL2364.Contig2_All	1.98451414	3.001392156
Unigene8712_All	1.989042971	3.008657653
Unigene4335_All	23.54138733	17.94849897
Unigene1427_All	0.986495647	0.406528991
CL4774.Contig7_All	4.177238418	2.89589926
CL11737.Contig1_All	8.188932044	10.93063045
CL4873.Contig1_All	17.82072414	23.40320045
Unigene14117_All	0.982334913	0.40636167
CL4288.Contig6_All	3.482929949	2.356839054
CL1397.Contig1_All	3.488233484	2.35815747
CL628.Contig5_All	6.382812285	8.650615568
CL3439.Contig4_All	1.624191111	2.534271523
CL1481.Contig6_All	8.622745183	6.349468529
CL7714.Contig1_All	0.615269022	0.098073142
CL610.Contig18_All	0.617966574	0.09686043
Unigene5907_All	0.702760902	0.170588687
CL5637.Contig1_All	4.84085133	6.663819331
Unigene13384_All	6.694458609	4.871562309
CL5721.Contig4_All	4.813810662	6.63657433
Unigene10215_All	0.415920366	0.993910895
CL3873.Contig1_All	0.271612895	0.83083101
CL8282.Contig1_All	1.291783551	2.118791504
Unigene24025_All	0.618345178	0.100492573
CL3220.Contig2_All	35.39738777	27.16127727
Unigene12033_All	0.642444257	1.279501533
CL707.Contig15_All	0.654624415	1.296638777
Unigene15149_All	26.84362281	35.04430788
CL10819.Contig2_All	2.26509032	1.40129819
Unigene20110_All	1.404238409	2.264737379
CL3240.Contig5_All	1.501423132	2.38557867
CL10007.Contig2_All	1.491847573	2.373335232
CL8707.Contig1_All	2.361328986	1.479581422
CL9547.Contig2_All	13.2106837	17.48489716
CL2759.Contig8_All	1.476856681	2.354551927
Unigene13857_All	1.819363143	1.050882754
Unigene18230_All	1.810277186	1.043676913
CL2433.Contig4_All	1.056450508	1.825133739
CL5036.Contig4_All	3.34595235	2.2530828
Unigene22820_All	1.468846929	0.774922255
Unigene3745_All	1.122047573	0.518889329
Unigene9332_All	0.652810102	1.287886705
CL11794.Contig1_All	0.663157562	1.305627943
CL6030.Contig6_All	0.519152991	1.120876903
CL1025.Contig4_All	1.295750618	0.658788892
Unigene7125_All	0.652852371	1.288883611
Unigene21864_All	0.518544293	1.121569123
CL1190.Contig6_All	9.39533997	6.972814784
CL2329.Contig22_All	2.171618781	3.240114664
Unigene3950_All	10.80539685	8.0913266
Unigene2440_All	8.098875692	10.8043788
Unigene15059_All	3.053299933	4.36601078
CL2739.Contig6_All	3.998215646	2.747844951
CL4991.Contig1_All	3.012829937	4.325717382
CL1367.Contig4_All	34.58677958	26.50339198
Unigene1661_All	4.035232563	5.631805923
CL46.Contig16_All	1.75470189	0.992364304
Unigene4841_All	0.992763695	1.754841868
Unigene17440_All	0.420933247	0.9982098
CL7469.Contig2_All	3.717441091	5.212965193
CL11436.Contig3_All	5.206445036	3.706912866
CL6077.Contig4_All	5.169803941	3.670211722
Unigene10920_All	1.124786233	0.526090392
CL1500.Contig24_All	1.117505921	0.520482363
CL5224.Contig1_All	0.105683548	0.621221822
CL11201.Contig2_All	3.22185946	4.58964553
CL1740.Contig3_All	4.614173763	3.239446564
CL12166.Contig3_All	3.236181128	4.610260471
CL3055.Contig2_All	1.576467329	2.472483875
Unigene14537_All	1.477190178	0.785308571
CL1609.Contig1_All	2.484834524	1.58454845
CL663.Contig2_All	1.476559193	0.783200863
CL10437.Contig1_All	17.24196141	22.6382486
CL5562.Contig1_All	4.446261841	6.147652648
CL4851.Contig2_All	6.285754632	8.524457621
CL363.Contig3_All	1.127936601	0.530355614
Unigene7321_All	0.536389976	1.140177499
CL1847.Contig2_All	2.902099827	1.899975515
CL7630.Contig2_All	2.879851154	4.150841504
CL427.Contig3_All	6.558372599	4.753888271
CL4158.Contig3_All	1.01446874	1.774192737
Unigene8276_All	5.596107025	4.002872693
CL11445.Contig2_All	5.610589007	4.019954308
CL6176.Contig2_All	26.00891887	33.7983398
Unigene2895_All	0.83698004	1.5346485
Unigene14452_All	17.06758335	12.89399107
CL141.Contig6_All	1.064799368	1.833388555
CL11791.Contig1_All	1.070980758	1.844421826
Unigene2925_All	1.065339621	1.831747252
CL6720.Contig3_All	1.072527705	1.838169706
Unigene4372_All	1.839627857	1.070781126
CL12495.Contig1_All	1.070153528	1.842703194
Unigene6860_All	1.857088586	1.084904138
Unigene12326_All	0.429158942	1.008706858
Unigene19197_All	1.009758855	0.429011354
CL2508.Contig2_All	22.71252707	17.39240907
CL9687.Contig4_All	3.693363861	5.179678457
CL8784.Contig3_All	3.646504053	5.131998558
Unigene11297_All	7.029640935	5.137080114
Unigene364_All	3.462185677	2.345413641
CL6604.Contig3_All	2.380891054	3.502555429
CL1188.Contig3_All	1.707944807	2.634544292
Unigene12268_All	0.663498196	1.303793251
CL838.Contig8_All	1.309422074	0.669200898
CL12734.Contig1_All	1.304691353	0.668351197
CL1843.Contig5_All	1.707238289	2.641026426
Unigene21364_All	0.540181	1.142886023
Unigene2134_All	0.535798388	1.132943731
CL1385.Contig4_All	6.805608098	9.197791861
CL1630.Contig1_All	279.3911963	361.3165322
CL7.Contig2_All	0.63423534	0.109348362
CL4432.Contig2_All	4.891445688	3.460980697
CL5816.Contig2_All	2.018161275	1.212080448
CL847.Contig8_All	2.971063347	1.960730439
CL3150.Contig1_All	4.270606684	2.97199243
CL3105.Contig9_All	1.020482415	0.439374972
Unigene20672_All	1.014253864	0.434646693
CL5850.Contig1_All	0.632094301	0.116194537
CL631.Contig3_All	294.7731758	228.5434646
CL7939.Contig1_All	0.439204356	1.015910376
CL2870.Contig1_All	6.602212605	4.81382527
CL10858.Contig1_All	6.492304029	4.706028121
CL3827.Contig2_All	0.54836976	1.1477198
CL7020.Contig1_All	3.980819479	2.739022094
CL6793.Contig1_All	1.148595871	0.546870561
CL4701.Contig1_All	0.540535426	1.138687768
CL6338.Contig1_All	2.771464106	4.015777346
Unigene16279_All	12.53383718	9.449523179
CL7203.Contig2_All	12.44401247	9.365604868
CL3017.Contig6_All	12.38547436	9.310154185
Unigene9531_All	0.541395622	1.138907209
CL7342.Contig1_All	1.14918033	0.5456358
CL6441.Contig1_All	5.586194384	4.010049937
CL2713.Contig3_All	7.07906293	5.196136125
CL2442.Contig4_All	7.007913105	5.129925815
CL7133.Contig2_All	3.331809896	2.24824681
CL4679.Contig2_All	3.307354283	2.225072757
Unigene3525_All	3.217790559	2.155032976
CL3980.Contig2_All	3.174274431	2.117292873
Unigene2125_All	1.099002145	1.870047685
CL5378.Contig1_All	227.298206	175.8219776
Unigene13487_All	0.865111033	1.567449769
Unigene1171_All	1.030959229	0.449742971
CL3735.Contig1_All	0.447817552	1.026570339
CL8403.Contig2_All	16.69365414	21.89933207
CL5079.Contig4_All	0.68426245	1.32650819
Unigene18382_All	1.311443036	0.676400175
CL7345.Contig5_All	9.125695895	6.754093137
CL5366.Contig3_All	6.870960102	9.23614718
CL1161.Contig5_All	3.571450497	2.4400345
Unigene4516_All	4.068028746	2.810586662
CL1115.Contig14_All	5.192103755	3.70847761
CL1791.Contig2_All	32.54488157	25.092088
Unigene19874_All	0.77214954	0.219221427
Unigene17546_All	0.762121624	0.216374396
Unigene17628_All	0.781815634	0.22771064
Unigene23780_All	0.77214954	0.221094714
CL3072.Contig2_All	21.82019886	16.62849235
CL11439.Contig4_All	1.326498498	2.158021638
Unigene19755_All	0.780078127	0.229277456
CL12064.Contig2_All	6.503058065	4.720279174
CL6002.Contig7_All	4.761258799	6.53648329
CL9210.Contig4_All	6.089356382	4.411514649
CL139.Contig5_All	3.037240153	2.01657091
CL6870.Contig1_All	2.41119914	1.52682456
CL1508.Contig12_All	1.526461993	2.410564165
CL4725.Contig1_All	2.397455892	1.520642856
CL7979.Contig2_All	198.466383	153.0881872
CL8778.Contig3_All	0.782177354	0.230786392
Unigene10275_All	0.776411644	0.228457266
Unigene21877_All	2.503929164	1.606774362
CL7007.Contig3_All	6.833924635	9.191895584
CL10741.Contig1_All	150.9529625	194.9608258
CL8900.Contig1_All	3.992748568	5.561204418
CL412.Contig7_All	5.562296305	3.988700825
CL1982.Contig2_All	12.13590494	9.105892896
CL2317.Contig3_All	12.16519162	9.133058837
Unigene1794_All	4.527187532	3.172576488
Unigene20172_All	0.727865109	0.189154202
CL8778.Contig1_All	1.479966169	2.352969049
CL3933.Contig4_All	2.358286383	1.483732116
CL9165.Contig2_All	6.104901951	8.29618726
CL6997.Contig1_All	21.62619564	16.52103378
CL9357.Contig6_All	0.867370801	1.56639914
CL1241.Contig5_All	23.84610178	31.10257774
Unigene19563_All	0.741438281	0.196847216
CL2155.Contig2_All	16.4985389	12.46594119
CL5933.Contig1_All	9.152453965	12.16245509
CL7989.Contig3_All	6.426924994	4.661491245
CL7717.Contig1_All	1.230052409	0.602178258
CL4237.Contig4_All	7.735664661	10.33078281
CL1847.Contig9_All	0.740720006	0.201195062
CL6498.Contig2_All	3.928901769	2.699866916
Unigene8759_All	1.028650524	1.788987398
CL11730.Contig2_All	1.890917865	2.883878717
CL8113.Contig2_All	12.48642155	16.51007981
CL1309.Contig2_All	2.224583224	1.378689947
CL4438.Contig1_All	2.211887706	1.366415571
CL945.Contig2_All	23.50037755	30.64480876
